,Flight,Trip,time,date,Time(cst),latitude,longitude,height_above_takeoff_ft,height_sonar,satellites,gpslevel,voltage, xSpeed, ySpeed, zSpeed, pitch, roll,rc_elevator,rc_aileron,rc_throttle,rc_rudder,battery_percent,current,battery_temperature,flycStateRaw,Payload,Temperature,dew_Point,Humidity,Wind angle,wind_speed,wind_gust,Line_Voltage_rating,AC,H_Field_mG,E_Field_V/m,lat_shift,lon_shift,alt_shift,dist_consecutive
2308,3,2,548900,2022-08-11 14:18:59,2022-08-11 09:18:59,47.8602667639311,-97.0695616744414,0.0,0.0,24,5,22.006,0.0,0.0,0.0,-0.5,0.9,0,0,0,0,47,11.309,93.56,41,1,72.25,54.0,53.00000000000001,135.0,8 mph,0 mph,230,1,1.8,60.4,47.8602668247675,-97.0695615221492,0.0,0.00017561289085544536
2309,3,2,549900,2022-08-11 14:19:00,2022-08-11 09:19:00,47.8602665618213,-97.069561758775,0.0,0.0,25,5,22.128,0.0,0.0,0.0,-0.4,0.8,0,0,0,0,47,2.876,93.56,10,1,72.25,54.0,53.00000000000001,135.0,8 mph,0 mph,230,1,1.7,60.2,47.8602667639311,-97.0695616744414,0.0,0.0005448166788622884
2310,3,2,550800,2022-08-11 14:19:01,2022-08-11 09:19:01,47.8602663705569,-97.0695619878485,0.0,0.0,24,5,22.128,0.0,0.0,0.0,-0.4,0.9,0,0,0,0,47,2.911,93.56,10,1,72.25,54.0,53.00000000000001,135.0,8 mph,0 mph,230,1,3.0,60.2,47.8602665618213,-97.069561758775,0.0,0.0007460596429199175
2311,3,2,551900,2022-08-11 14:19:02,2022-08-11 09:19:02,47.8602663033298,-97.0695623477125,0.0,0.0,24,5,22.126,0.0,0.0,0.0,-0.5,0.9,0,0,0,0,47,2.959,93.56,10,1,72.25,54.0,53.00000000000001,135.0,8 mph,0 mph,230,1,3.0,60.4,47.8602663705569,-97.0695619878485,0.0,0.0007809587701031223
2312,3,2,552900,2022-08-11 14:19:03,2022-08-11 09:19:03,47.8602663656011,-97.0695625322314,0.0,0.0,24,5,22.126,0.0,0.0,0.0,-0.5,0.9,0,0,0,0,46,3.05,93.38,10,1,72.25,54.0,53.00000000000001,135.0,8 mph,0 mph,230,1,2.5,59.6,47.8602663033298,-97.0695623477125,0.0,0.0002385703113836284
2313,3,2,553900,2022-08-11 14:19:04,2022-08-11 09:19:04,47.8602662087791,-97.069562848971,0.0,0.0,24,5,22.126,0.0,0.0,0.0,-0.4,0.8,0,0,0,0,46,2.993,93.38,10,1,72.25,54.0,53.00000000000001,135.0,8 mph,0 mph,230,1,2.7,60.0,47.8602663656011,-97.0695625322314,0.0,0.0008657539236622515
2314,3,2,554900,2022-08-11 14:19:05,2022-08-11 09:19:05,47.8602662303886,-97.069562863182,0.0,0.0,24,5,22.127,0.0,0.0,0.0,-0.4,0.8,0,0,0,0,46,3.042,93.38,10,1,72.25,54.0,53.00000000000001,135.0,8 mph,0 mph,230,1,2.9,60.3,47.8602662087791,-97.069562848971,0.0,6.9037488936599e-06
2315,3,2,555800,2022-08-11 14:19:06,2022-08-11 09:19:06,47.8602660899719,-97.0695629319129,0.0,0.0,24,5,22.127,0.0,0.0,0.0,-0.4,0.8,0,0,0,0,46,2.951,93.38,10,1,72.25,54.0,53.00000000000001,135.0,8 mph,0 mph,230,1,2.9,60.7,47.8602662303886,-97.069562863182,0.0,0.0002702026157605023
2316,3,2,556900,2022-08-11 14:19:07,2022-08-11 09:19:07,47.86026610122,-97.0695630464305,0.0,0.0,24,5,22.128,0.0,0.0,0.0,-0.4,0.8,0,0,0,0,46,2.902,93.38,10,1,72.25,54.0,53.00000000000001,135.0,8 mph,0 mph,230,1,2.6,59.6,47.8602660899719,-97.0695629319129,0.0,7.499134626622647e-05
2317,3,2,557900,2022-08-11 14:19:08,2022-08-11 09:19:08,47.8602662743915,-97.069563325753,0.0,0.0,24,5,22.125,0.0,0.0,0.0,-0.4,0.8,0,0,0,0,46,2.951,93.38,10,1,72.25,54.0,53.00000000000001,135.0,8 mph,0 mph,230,1,2.5,60.0,47.86026610122,-97.0695630464305,0.0,0.0008075787521295895
2318,3,2,558900,2022-08-11 14:19:09,2022-08-11 09:19:09,47.8602662398848,-97.0695635553627,0.0,0.0,24,5,22.127,0.0,0.0,0.0,-0.4,0.8,0,0,0,0,46,2.926,93.38,10,1,72.25,54.0,53.00000000000001,135.0,8 mph,0 mph,230,1,2.9,60.4,47.8602662743915,-97.069563325753,0.0,0.000309904594755878
2319,3,2,559900,2022-08-11 14:19:10,2022-08-11 09:19:10,47.8602664034402,-97.0695637550247,0.0,0.0,24,5,22.127,0.0,0.0,0.0,-0.4,0.8,0,0,0,0,46,2.926,93.38,10,1,72.25,54.0,53.00000000000001,135.0,8 mph,0 mph,230,1,2.9,60.2,47.8602662398848,-97.0695635553627,0.0,0.0005539110578493408
