,Flight,Trip,time,date,Time(cst),latitude,longitude,height_above_takeoff_ft,height_sonar,satellites,gpslevel,voltage, xSpeed, ySpeed, zSpeed, pitch, roll,rc_elevator,rc_aileron,rc_throttle,rc_rudder,battery_percent,current,battery_temperature,flycStateRaw,Payload,Temperature,dew_Point,Humidity,Wind angle,wind_speed,wind_gust,Line_Voltage_rating,AC,H_Field_mG,E_Field_V/m,lat_shift,lon_shift,alt_shift,dist_consecutive
1,1,1,1,2023-01-19 16:39:40,2023-01-19 11:39:40,46.623138553193,-96.8659102508045,0.0,0.0,20,5,25.524,0.0,0.0,0.0,2.3,3.4,-2,0,0,0,97,5.287,65.3,41,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.4,81.9,46.6231385696878,-96.8659099826792,0.0,0.0004250681414601324
2,1,1,2,2023-01-19 16:39:41,2023-01-19 11:39:41,46.6231387030301,-96.8659102137975,0.0,0.0,20,5,25.397,0.0,0.0,0.0,2.3,3.5,0,0,46,0,97,4.113,65.3,10,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,81.5,46.623138553193,-96.8659102508045,0.0,0.0002854695585651841
3,1,1,3,2023-01-19 16:39:42,2023-01-19 11:39:42,46.6231381885846,-96.8659102113761,0.656168,0.656168,20,5,25.504,-0.223694,0.223694,-2.013246,1.5,0.0,0,0,71,0,97,9.852,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,81.3,46.6231387030301,-96.8659102137975,0.0,0.43382689522085344
4,1,1,4,2023-01-19 16:39:43,2023-01-19 11:39:43,46.6231372033512,-96.8659100316123,8.2021,8.2021,20,5,24.72,0.0,0.0,-7.158208,3.9,-0.6,0,0,68,0,97,32.224,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,82.3,46.6231381885846,-96.8659102113761,0.656168,56.95327436914253
5,1,1,5,2023-01-19 16:39:44,2023-01-19 11:39:44,46.6231359294417,-96.8659090622692,16.4042,16.4042,20,5,24.837,0.0,0.0,-1.789552,10.8,1.9,0,0,6,-45,97,24.194,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,82.3,46.6231372033512,-96.8659100316123,8.2021,67.30001017818495
6,1,1,6,2023-01-19 16:39:45,2023-01-19 11:39:45,46.6231356970634,-96.8659104439116,17.060368,17.060368,20,5,25.029,0.0,-0.223694,0.0,6.6,-3.4,0,0,0,0,97,15.943,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.2,82.6,46.6231359294417,-96.8659090622692,16.4042,0.44242134992150156
7,1,1,7,2023-01-19 16:39:46,2023-01-19 11:39:46,46.6231358659964,-96.8659112378694,17.060368,17.060368,20,5,24.895,0.0,0.0,0.0,7.3,-2.9,0,0,0,0,97,20.688,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,82.1,46.6231356970634,-96.8659104439116,17.060368,0.004050335217257633
8,1,1,8,2023-01-19 16:39:47,2023-01-19 11:39:47,46.623136460989,-96.865911050751,17.060368,17.060368,20,5,24.865,0.0,0.0,0.0,7.5,-2.9,0,0,0,0,97,19.799,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.4,82.1,46.6231358659964,-96.8659112378694,17.060368,0.004580076038023405
9,1,1,9,2023-01-19 16:39:48,2023-01-19 11:39:48,46.6231370067754,-96.8659106684534,17.060368,17.388452,20,5,24.831,0.0,0.0,0.0,7.5,-1.7,0,0,0,0,97,19.971,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.4,81.4,46.623136460989,-96.865911050751,17.060368,0.0045383422013409915
10,1,1,10,2023-01-19 16:39:49,2023-01-19 11:39:49,46.6231374782948,-96.8659109004402,17.060368,17.060368,20,5,24.849,0.0,0.0,-0.671082,5.9,-1.0,0,0,46,0,97,19.411,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,81.4,46.6231370067754,-96.8659106684534,17.060368,0.003063099714653857
11,1,1,11,2023-01-19 16:39:50,2023-01-19 11:39:50,46.6231376806997,-96.8659110813639,20.997376,20.997376,20,5,24.847,0.0,0.0,-2.23694,6.4,-2.4,0,0,27,-54,97,24.723,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,82.3,46.6231374782948,-96.8659109004402,17.060368,15.500730254209039
12,1,1,12,2023-01-19 16:39:51,2023-01-19 11:39:51,46.623136465139,-96.865912350914,25.262468,25.262468,20,5,24.799,0.0,-0.223694,-3.131716,3.2,-7.8,0,0,41,-33,97,17.45,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,82.2,46.6231376806997,-96.8659110813639,20.997376,18.218723193309398
13,1,1,13,2023-01-19 16:39:52,2023-01-19 11:39:52,46.6231363202229,-96.8659128968325,30.511812,29.855644,20,5,24.676,0.0,0.0,-3.579104,-0.1,-6.3,34,0,42,-24,96,24.393,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.2,82.2,46.623136465139,-96.865912350914,25.262468,27.55762013714829
14,1,1,14,2023-01-19 16:39:53,2023-01-19 11:39:53,46.6231346366416,-96.8659061521398,35.433072,34.120736,20,5,24.708,-0.447388,2.23694,-3.802798,-8.5,-7.8,39,0,49,-18,96,25.534,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,81.7,46.6231363202229,-96.8659128968325,30.511812,24.520670818864417
15,1,1,15,2023-01-19 16:39:54,2023-01-19 11:39:54,46.6231346068975,-96.8658807188777,41.338584,41.338584,20,5,24.698,0.223694,5.368656,-4.026492,-10.7,-8.4,45,0,48,-16,96,24.351,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.4,82.3,46.6231346366416,-96.8659061521398,35.433072,38.66944131934642
16,1,1,16,2023-01-19 16:39:55,2023-01-19 11:39:55,46.6231389366027,-96.8658407157879,47.244096,48.556432,20,5,24.575,1.342164,7.605596,-3.802798,-8.2,-7.8,39,0,51,0,96,25.357,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,81.5,46.6231346068975,-96.8658807188777,41.338584,44.49360641933826
17,1,1,17,2023-01-19 16:39:56,2023-01-19 11:39:56,46.6231488987588,-96.8657931148301,53.805776,55.446196,20,5,24.573,2.684328,8.500372,-4.47388,-5.9,-0.1,29,0,73,15,96,27.703,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,81.4,46.6231389366027,-96.8658407157879,47.244096,57.57327974244117
18,1,1,18,2023-01-19 16:39:57,2023-01-19 11:39:57,46.6231533543605,-96.8657416625125,63.320212,65.288716,20,5,24.615,0.223694,8.500372,-7.605596,0.0,3.1,19,2,76,27,96,24.9,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,82.1,46.6231488987588,-96.8657931148301,53.805776,106.29882710561567
19,1,1,19,2023-01-19 16:39:58,2023-01-19 11:39:58,46.6231475245343,-96.865694699351,74.803152,77.09974,20,5,24.546,-2.23694,7.158208,-8.500372,2.9,-3.8,9,0,88,22,96,27.56,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.2,82.7,46.6231533543605,-96.8657416625125,63.320212,145.21534568759978
20,1,1,20,2023-01-19 16:39:59,2023-01-19 11:39:59,46.6231387134103,-96.8656584237463,86.286092,78.74016,20,5,24.367,-1.789552,4.47388,-4.697574,20.5,-12.5,0,0,44,0,96,28.593,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.2,82.7,46.6231475245343,-96.865694699351,74.803152,140.53632483354284
21,1,1,21,2023-01-19 16:40:00,2023-01-19 11:40:00,46.6231367973363,-96.8656497704644,92.847772,78.74016,20,5,24.707,0.0,0.447388,-5.816044,4.3,-8.2,0,0,68,0,96,23.326,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,82.3,46.6231387134103,-96.8656584237463,86.286092,43.540246263210626
22,1,1,22,2023-01-19 16:40:01,2023-01-19 11:40:01,46.6231360554658,-96.8656465805635,102.362208,78.74016,20,5,24.327,0.223694,0.0,-6.934514,4.3,-10.0,0,0,72,0,96,32.235,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,81.5,46.6231367973363,-96.8656497704644,92.847772,90.59098173113692
23,1,1,23,2023-01-19 16:40:02,2023-01-19 11:40:02,46.6231374607687,-96.8656456737712,112.204728,78.74016,20,5,24.352,0.0,0.0,-6.487126,3.4,-8.1,0,0,68,0,96,30.628,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,80.9,46.6231360554658,-96.8656465805635,102.362208,96.90442749182094
24,1,1,24,2023-01-19 16:40:03,2023-01-19 11:40:03,46.6231375972009,-96.8656459161546,119.75066,78.74016,20,5,24.413,0.0,0.0,-1.565858,4.6,-9.3,0,0,0,0,96,26.729,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,81.9,46.6231374607687,-96.8656456737712,112.204728,56.94166438423657
25,1,1,25,2023-01-19 16:40:04,2023-01-19 11:40:04,46.6231360568698,-96.8656479302365,120.406828,78.74016,20,5,24.626,-0.223694,-0.223694,0.0,3.2,-7.5,0,0,-15,0,96,14.961,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,82.5,46.6231375972009,-96.8656459161546,119.75066,0.4836708196259973
26,1,1,26,2023-01-19 16:40:05,2023-01-19 11:40:05,46.6231343573908,-96.8656492591042,118.766408,78.74016,20,5,24.609,0.0,0.0,2.23694,2.0,-8.4,0,-24,-25,0,96,17.395,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.2,81.4,46.6231360568698,-96.8656479302365,120.406828,2.7370270669365913
27,1,1,27,2023-01-19 16:40:06,2023-01-19 11:40:06,46.6231373408332,-96.8656494091843,117.125988,78.74016,20,5,24.756,2.013246,0.0,0.447388,2.5,-15.6,2,-55,-5,0,96,15.742,65.3,6,1,22.0,19.756,91.25,0.0,14.256,0,250,0,0.3,80.2,46.6231343573908,-96.8656492591042,118.766408,2.801101531792212
