,Flight,Trip,time,date,Time(cst),latitude,longitude,height_above_takeoff_ft,height_sonar,satellites,gpslevel,voltage, xSpeed, ySpeed, zSpeed, pitch, roll,rc_elevator,rc_aileron,rc_throttle,rc_rudder,battery_percent,current,battery_temperature,flycStateRaw,Payload,Temperature,dew_Point,Humidity,Wind angle,wind_speed,wind_gust,Line_Voltage_rating,AC,H_Field_mG,E_Field_V/m,lat_shift,lon_shift,alt_shift,dist_consecutive
647,1,2,1,2023-01-19 17:41:02,2023-01-19 12:41:02,46.623144642176,-96.8659054087994,0.0,0.0,19,5,25.479,0.0,0.0,0.0,0.4,0.5,0,0,0,0,98,9.129,51.98,41,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.7,88.1,46.6231446244837,-96.8659055286923,0.0,8.818617845534483e-05
648,1,2,2,2023-01-19 17:41:03,2023-01-19 12:41:03,46.6231445045011,-96.8659054243163,0.0,0.0,19,5,25.397,0.0,0.0,0.0,0.4,0.5,0,0,1,0,98,5.626,52.16,10,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.7,87.5,46.623144642176,-96.8659054087994,0.0,0.00023563769863876768
649,1,2,3,2023-01-19 17:41:04,2023-01-19 12:41:04,46.6231445395109,-96.8659054238798,0.0,0.0,19,5,25.463,0.0,0.0,0.0,0.3,0.5,0,0,42,-3,98,4.518,52.16,10,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,87.7,46.6231445045011,-96.8659054243163,0.0,1.514731479306733e-05
650,1,2,4,2023-01-19 17:41:05,2023-01-19 12:41:05,46.623143388839,-96.8659041718935,1.968504,1.968504,19,5,25.191,-0.223694,0.0,-3.35541,1.1,-2.3,0,0,48,-2,98,16.12,52.34,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,88.0,46.6231445395109,-96.8659054238798,0.0,3.9005642652608565
651,1,2,5,2023-01-19 17:41:06,2023-01-19 12:41:06,46.6231426266266,-96.8659031053666,7.217848,7.217848,19,5,24.605,0.0,0.0,-1.565858,2.9,-4.7,0,10,7,0,98,28.185,52.34,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,88.7,46.623143388839,-96.8659041718935,1.968504,27.569463968321404
652,1,2,6,2023-01-19 17:41:07,2023-01-19 12:41:07,46.6231406870658,-96.8659026583958,8.2021,7.874016,19,5,25.106,-1.342164,0.0,-0.447388,2.2,1.9,24,24,11,-1,98,18.097,52.52,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,88.0,46.6231426266266,-96.8659031053666,7.217848,1.0164108620595573
653,1,2,7,2023-01-19 17:41:08,2023-01-19 12:41:08,46.6231300531605,-96.8658954485004,8.858268,8.530184,19,5,24.791,-2.23694,1.789552,-0.223694,-7.5,-6.9,67,0,11,0,98,20.079,52.7,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,87.1,46.6231406870658,-96.8659026583958,8.2021,2.132845949886136
654,1,2,8,2023-01-19 17:41:09,2023-01-19 12:41:09,46.6231236726886,-96.8658662854919,9.514436,9.514436,19,5,24.743,-1.565858,6.039738,-0.894776,-0.1,-5.5,0,0,5,0,98,22.139,52.7,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,88.5,46.6231300531605,-96.8658954485004,8.858268,5.922461466436513
655,1,2,9,2023-01-19 17:41:10,2023-01-19 12:41:10,46.6231208518706,-96.8658511299425,10.170604,11.154856,19,5,24.717,-0.223694,0.894776,0.0,7.9,-8.1,0,0,3,-1,98,23.478,52.7,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,87.7,46.6231236726886,-96.8658662854919,9.514436,1.8762256240092905
656,1,2,10,2023-01-19 17:41:11,2023-01-19 12:41:11,46.6231207450786,-96.8658503844,11.811024,12.795276,19,5,24.653,0.0,0.0,-3.131716,2.9,-6.2,0,0,46,0,98,21.763,52.7,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,86.5,46.6231208518706,-96.8658511299425,10.170604,2.6943791686078242
657,1,2,11,2023-01-19 17:41:12,2023-01-19 12:41:12,46.6231202348524,-96.865849206735,18.04462,18.700788,19,5,24.49,0.0,0.0,-3.802798,1.9,-5.9,0,0,46,0,98,24.248,52.88,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,89.1,46.6231207450786,-96.8658503844,11.811024,38.86907146462256
658,1,2,12,2023-01-19 17:41:13,2023-01-19 12:41:13,46.6231202735909,-96.8658484039024,23.950132,24.934384,19,5,24.581,0.0,0.0,-4.47388,2.0,-6.0,0,0,54,0,98,23.155,52.88,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,87.9,46.6231202348524,-96.865849206735,18.04462,34.87887133288871
659,1,2,13,2023-01-19 17:41:14,2023-01-19 12:41:14,46.6231201343098,-96.8658480996695,31.16798,31.824148,19,5,24.508,0.0,0.0,-4.697574,2.3,-6.2,0,0,54,0,98,25.458,52.88,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,87.6,46.6231202735909,-96.8658484039024,23.950132,52.09811240724457
660,1,2,14,2023-01-19 17:41:15,2023-01-19 12:41:15,46.6231199668787,-96.8658478477814,37.72966,37.401576,19,5,24.505,0.0,0.0,-4.026492,2.5,-6.7,0,0,48,0,98,24.353,53.06,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,88.7,46.6231201343098,-96.8658480996695,31.16798,43.05636301455824
661,1,2,15,2023-01-19 17:41:16,2023-01-19 12:41:16,46.6231199124161,-96.8658482221335,43.963256,43.635172,19,5,24.508,0.0,0.0,-4.026492,2.2,-6.3,0,0,47,0,97,23.164,53.06,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,88.3,46.6231199668787,-96.8658478477814,37.72966,38.85857778904311
662,1,2,16,2023-01-19 17:41:17,2023-01-19 12:41:17,46.6231200269052,-96.8658485084483,49.2126,49.540684,19,5,24.508,0.0,0.0,-4.250186,1.8,-5.9,0,0,50,0,97,22.158,53.06,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,86.3,46.6231199124161,-96.8658482221335,43.963256,27.556255270787297
663,1,2,17,2023-01-19 17:41:18,2023-01-19 12:41:18,46.6231199794031,-96.8658486191499,54.790028,54.461944,19,5,24.532,0.0,0.0,-2.908022,2.1,-6.6,0,0,42,0,97,20.876,53.06,6,1,22.756,19.244,87.5,0.0,15.25,0,250,0,1.6,88.0,46.6231200269052,-96.8658485084483,49.2126,31.107802864516515
